COMPANY NAME,RATING,REVIEWS,PACKAGE,INDUSTRY,BENEFITS,CONS,INDIA HQ,BRANCHES,TOTAL EMPLOYEES,COMPANY TYPE,YEAR OLD
ATC Telecom Infrastructure,4.3,254,758,Telecom,"Salary & Benefits, Skill Development / Learning",,Gurgaon / Gurugram,48 other locations,1k-5k  ,Public,49 years old
Birla Tyres,3.5,254,641,Auto Components,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Kolkata,56 other locations,1k-5k  ,, 
Infineon Technologies,3.8,254,2.3k,Semiconductors,"Company Culture, Promotions / Appraisal, Work Satisfaction",,Bangalore / Bengaluru,7 other locations,,nan, 
People Prime Worldwide,3.6,254,1.4k,Recruitment,"Company Culture, Work Life Balance, Job Security",,Hyderabad / Secunderabad,4 other locations,1k-5k  ,,19 years old
Meenakshi Polymers,3.6,254,981,Auto Components,"Company Culture, Job Security, Work Life Balance",,Gurgaon / Gurugram,20 other locations,1k-5k  ,Public,15 years old
Boston Scientific,3.8,254,1.6k,Healthcare,"Work Life Balance, Skill Development / Learning, Work Satisfaction",,Gurgaon / Gurugram,17 other locations,1k-5k  ,,29 years old
Online Legal India,4.4,254,56,Other,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,Kolkata,7 other locations,1k-5k  ,,8 years old
Cochin Shipyard,4.3,253,1.1k,Ports & Shipping,"Work Satisfaction, Company Culture, Skill Development / Learning",,Kochi,15 other locations,51-200  ,,14 years old
Alivira Animal Health,4.1,253,968,Pharma,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",,Visakhapatnam,16 other locations,1k-5k  ,Public,36 years old
GS Engineering & Construction,3.8,253,687,Engineering & Construction,"Skill Development / Learning, Work Life Balance, Company Culture",Promotions / Appraisal,Mumbai,19 other locations,51-200  ,,18 years old
Etisalat,3.2,253,1.1k,Telecom,"Promotions / Appraisal, Job Security, Company Culture",,Dubai,14 other locations,501-1k  ,Forbes Global 2000,105 years old
Indian Institute of Science,4.2,253,1.3k,Education & Training,"Promotions / Appraisal, Job Security, Salary & Benefits",,Bangalore / Bengaluru,9 other locations,51-200  ,,17 years old
Vision Rx Lab,3.9,253,899,Medical Equipment,"Work Satisfaction, Work Life Balance",Promotions / Appraisal,Gurgaon / Gurugram,34 other locations,  ,,35 years old
Unicorn Infosolutions,3.3,253,997,Retail,"Salary & Benefits, Company Culture, Work Satisfaction",,Mumbai,22 other locations,501-1k  ,,50 years old
Vanderlande Industries,3.9,253,1.6k,Logistics,"Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits, Job Security",Pune,9 other locations,1k-5k  ,Indian Unicorn,13 years old
Netsmartz Infotech,3.5,253,1.2k,IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Chandigarh,7 other locations,1k-5k  ,Public,22 years old
Dhruv Research,3,253,266,Management Consulting,Company Culture,"Work Satisfaction, Promotions / Appraisal, Salary & Benefits",Gurgaon / Gurugram,16 other locations,12 years old,, 
El Seif Engineering Contracting,4.2,252,308,Engineering & Construction,"Job Security, Skill Development / Learning, Promotions / Appraisal",,Riyadh,18 other locations,10k-50k  ,,159 years old
Ginesys,3.8,252,649,Software Product,"Company Culture, Work Life Balance, Skill Development / Learning",,Kolkata,7 other locations,201-500  ,Startup,9 years old
Richfeel Health & Beauty,2.8,252,607,Beauty & Personal Care,"Company Culture, Work Life Balance, Work Satisfaction",,Mumbai,39 other locations,501-1k  ,,24 years old
Easyday Club,4.5,252,459,Retail,"Promotions / Appraisal, Salary & Benefits, Company Culture",,New Delhi,74 other locations,201-500  ,,13 years old
The KCP,4,252,954,Building Material,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Salary & Benefits",Chennai,16 other locations,501-1k  ,,25 years old
Alchem International,3.9,252,919,Pharma,"Salary & Benefits, Promotions / Appraisal, Company Culture",,Faridabad,23 other locations,1k-5k  ,,36 years old
Allengers Medical Systems,3.6,252,1.1k,Medical Equipment,"Work Life Balance, Job Security, Work Satisfaction",,Chandigarh,40 other locations,201-500  ,Startup,12 years old
Piramal Finance,4.2,253,839,NBFC,"Company Culture, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,Mumbai,102 other locations,1k-5k  ,,60 years old
Butterfly Gandhimathi Appliances,4,252,1k,Consumer Electronics & Appliances,"Company Culture, Job Security, Promotions / Appraisal",,Chennai,36 other locations,501-1k  ,,34 years old
Piramal Finance,4.2,253,839,NBFC,"Work Life Balance, Company Culture, Work Satisfaction",,Mumbai,102 other locations,51-200  ,, 
Vserv Infosystems,3.7,252,1.1k,IT Services & Consulting,"Skill Development / Learning, Company Culture, Work Satisfaction",,New Delhi,45 other locations,501-1k  ,,21 years old
Intech Organics,3.1,252,1k,Agro Chemicals,Job Security,Promotions / Appraisal,Gurgaon / Gurugram,18 other locations,1k-5k  ,,62 years old
El Seif Engineering Contracting,4.2,252,308,Engineering & Construction,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,Riyadh,18 other locations,51-200  ,, 
MITA,3.8,252,883,Industrial Machinery,"Promotions / Appraisal, Job Security, Salary & Benefits",,Ghaziabad,11 other locations,501-1k  ,,17 years old
National Institute of Technology,4.3,251,1.3k,Education & Training,"Skill Development / Learning, Company Culture, Work Satisfaction",,Bangalore / Bengaluru,39 other locations,51-200  ,,14 years old
GE Aviation,4.1,251,1.3k,Aviation,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Pune,7 other locations,51-200  ,,42 years old
Mobius Knowledge Services,3.4,251,1.6k,Printing & Publishing,"Job Security, Company Culture, Work Life Balance",,Chennai,4 other locations,501-1k  ,Public,77 years old
Rochem Separation Systems,3.5,251,1.1k,Industrial Machinery,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture",Mumbai,27 other locations,501-1k  ,,20 years old
Mahagun India,3.2,251,972,Real Estate,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal,Noida,6 other locations,1k-5k  ,,19 years old
Technique Control Facility Management,3.6,251,950,Facility Management Services,"Job Security, Work Life Balance, Work Satisfaction",,Bangalore / Bengaluru,21 other locations,10k-50k  ,Public,105 years old
MAN Truck & Bus,2.9,251,873,Automobile,"Promotions / Appraisal, Company Culture, Salary & Benefits",,Pune,20 other locations,10k-50k  ,,16 years old
Girmiti Software,3.8,252,1.4k,IT Services & Consulting,Salary & Benefits,"Promotions / Appraisal, Job Security, Company Culture",Bangalore / Bengaluru,2 other locations,1k-5k  ,,16 years old
Modi Mundi Pharma,3.8,251,529,Pharma,"Job Security, Company Culture, Work Life Balance",,New Delhi,41 other locations,201-500  ,Public,46 years old
Shriram Properties,3.9,251,1.3k,Real Estate,"Company Culture, Job Security, Work Life Balance",,Bangalore / Bengaluru,10 other locations,201-500  ,,7 years old
Weblink In,3.7,251,913,IT Services & Consulting,"Job Security, Skill Development / Learning, Salary & Benefits",,New Delhi,10 other locations,501-1k  ,,16 years old
MEDOPHARM,3.7,251,1k,Pharma,"Company Culture, Work Life Balance, Job Security",,Chennai,19 other locations,5k-10k   (Global),,29 years old
Phoenix Contact,3.9,251,1.3k,Electronics Manufacturing,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,Faridabad,18 other locations,201-500  ,,22 years old
Joyson Safety Systems,3.9,251,1.1k,Auto Components,"Job Security, Salary & Benefits, Work Life Balance",,Chennai,12 other locations,5k-10k  ,Fortune India 500,43 years old
MEDOPHARM,3.7,251,1k,Pharma,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,Chennai,19 other locations,201-500  ,,22 years old
Phoenix Contact,3.9,251,1.3k,Electronics Manufacturing,"Job Security, Salary & Benefits, Work Life Balance",,Faridabad,18 other locations,5k-10k  ,Fortune India 500,43 years old
Weblink In,3.7,251,913,IT Services & Consulting,"Promotions / Appraisal, Work Satisfaction, Company Culture",,New Delhi,10 other locations,1k-5k  ,Public,57 years old
Joyson Safety Systems,3.9,251,1.1k,Auto Components,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,Chennai,12 other locations,201-500  ,,27 years old
WizKlub,2.9,251,780,EdTech,"Skill Development / Learning, Company Culture, Job Security",Promotions / Appraisal,Bangalore / Bengaluru,15 other locations,201-500  ,,9 years old
FoodPanda,3.9,250,785,Internet,"Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",Gurgaon / Gurugram,21 other locations,501-1k  ,,25 years old
CapeStart,4.4,250,590,IT Services & Consulting,"Salary & Benefits, Company Culture, Work Satisfaction",,Nagercoil,3 other locations,1k-5k  ,,16 years old
Fingent,4,250,933,Software Product,"Promotions / Appraisal, Salary & Benefits, Job Security",,Kochi,4 other locations,1k-5k  ,,32 years old
Ricoh,3.7,250,710,IT Services & Consulting,"Company Culture, Work Life Balance, Work Satisfaction",,New Delhi,44 other locations,501-1k  ,Public,34 years old
Shivani Locks,3.7,250,1k,Industrial Machinery,"Company Culture, Job Security, Work Satisfaction",,Faridabad,11 other locations,201-500  ,,24 years old
Century Pulp & Paper,3.9,250,1.1k,Pulp & Paper,"Promotions / Appraisal, Job Security",,Lalkuan,16 other locations,501-1k  ,,15 years old
MM Forgings,3.4,250,1.4k,Iron & Steel,,,Chennai,22 other locations,501-1k  ,,18 years old
Sentiss Pharma,3.6,250,1k,Pharma,Salary & Benefits,Promotions / Appraisal,Gurgaon / Gurugram,24 other locations,201-500  ,Conglomerate,162 years old
Grauer & Weil (i),3.4,250,1.1k,Chemicals,"Salary & Benefits, Work Life Balance, Company Culture",Promotions / Appraisal,Mumbai,27 other locations,1k-5k  ,Public,40 years old
Sahajanand Medical Technologies,3.6,250,1.2k,Medical Equipment,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,Surat,34 other locations,501-1k  ,,43 years old
Saurav Chemicals,3.7,250,975,Pharma,"Job Security, Work Satisfaction, Company Culture",,Chandigarh,12 other locations,51-200  ,,14 years old
Rajiv Gandhi Cancer Institute & Research Centre,4,250,902,Healthcare,"Promotions / Appraisal, Job Security, Salary & Benefits",,New Delhi,4 other locations,1k-5k  ,,20 years old
Strada,3.5,249,3.1k,Hyderabad / Secunderabad +25 other locations,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,,,501-1k  ,Forbes Global 2000,24 years old
Corsearch,4,249,317,IT Services & Consulting,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Mumbai,4 other locations,1k-5k  ,,50 years old
Lipi Data Systems,3.7,250,855,Printing & Publishing,"Salary & Benefits, Promotions / Appraisal",,Udaipur,46 other locations,501-1k  ,,13 years old
Sakra World Hospital,4.1,249,849,Healthcare,Job Security,"Promotions / Appraisal, Salary & Benefits",Bangalore / Bengaluru,10 other locations,51-200  ,Public,58 years old
Fresenius Medical Care,3.7,249,847,Healthcare,"Promotions / Appraisal, Company Culture, Work Satisfaction",,Gurgaon / Gurugram,32 other locations,201-500  ,,24 years old
DigiTech Call System,2.8,249,715,BPO,"Company Culture, Salary & Benefits, Work Satisfaction",,Noida,15 other locations,51-200  ,,24 years old
EGIS,4,249,877,Power,"Job Security, Skill Development / Learning",Work Life Balance,Bangalore / Bengaluru,57 other locations,201-500  ,,29 years old
Ambey Mining,3.4,249,861,Metals & Mining,"Skill Development / Learning, Company Culture, Job Security",,Durgapur,22 other locations,51-200  ,,68 years old
Cordova Publication,3.4,249,554,Printing & Publishing,"Promotions / Appraisal, Salary & Benefits, Job Security",,Noida,52 other locations,501-1k  ,,17 years old
Captain Fresh,3.9,249,1.2k,Food Processing,"Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits",Bangalore / Bengaluru,26 other locations,501-1k  ,,36 years old
Pinkerton,3.8,249,913,Law Enforcement & Security,"Work Life Balance, Job Security",,Gurgaon / Gurugram,15 other locations,501-1k  ,,38 years old
MRO,3.1,249,1.5k,Clinical Research,"Job Security, Work Life Balance, Company Culture",,Pune,,1k-5k  ,,58 years old
Renewsys India,4,249,1.2k,Power,"Job Security, Promotions / Appraisal, Work Satisfaction",,Hyderabad / Secunderabad,15 other locations,501-1k  ,,20 years old
Sumadhura Infracon,4,249,1.1k,Real Estate,"Company Culture, Job Security, Work Life Balance",,Bangalore / Bengaluru,7 other locations,10k-50k  ,State,104 years old
Mogli labs,3.4,248,1.4k,Internet,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",,Noida,26 other locations,501-1k  ,Public,54 years old
Global Edge Software,3.4,248,1.7k,Software Product,"Skill Development / Learning, Work Life Balance, Company Culture",,Bangalore / Bengaluru,9 other locations,01-10-2025 00:00,Public,9 years old
Flipspaces,4.1,248,845,Architecture & Interior Design,"Job Security, Promotions / Appraisal, Company Culture",,Mumbai,12 other locations,501-1k  ,,25 years old
Paul Merchants,3.9,248,555,NBFC,"Salary & Benefits, Promotions / Appraisal, Company Culture",,Chandigarh,79 other locations,1k-5k   (Global),,21 years old
Reliance Cement Company,4.2,248,740,Building Material,"Work Satisfaction, Salary & Benefits, Work Life Balance","Promotions / Appraisal, Job Security",Maihar,31 other locations,5k-10k   (Global),Public,36 years old
Rehau Polymers,3.4,248,1k,Engineering & Construction,"Promotions / Appraisal, Salary & Benefits, Job Security",,Pune,24 other locations,201-500  ,,28 years old
Creamy foods,3.7,248,865,Food Processing,"Promotions / Appraisal, Salary & Benefits, Job Security",,Bulandshahr,41 other locations,1k-5k   (Global),,26 years old
Karnataka Bank,3.7,248,1k,Banking,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Bangalore / Bengaluru,62 other locations,1k-5k  ,Forbes Global 2000,96 years old
SasMos HET Technologies,3.8,248,1.3k,Electrical Equipment,"Company Culture, Promotions / Appraisal, Salary & Benefits",,Bangalore / Bengaluru,7 other locations,201-500  ,,50 years old
Century Enka,4.1,248,868,Fashion & Textile,"Company Culture, Job Security, Work Life Balance",,Pune,13 other locations,10k-50k  ,State,104 years old
L&T Heavy Civil Infrastructure,4.2,248,963,Engineering & Construction,"Promotions / Appraisal, Salary & Benefits, Work Life Balance",,Chennai,37 other locations,501-1k  ,Public,54 years old
Madras Radiators and Pressings Limited,3.7,247,370,Auto Components,"Skill Development / Learning, Work Life Balance, Company Culture",,Chennai,11 other locations,01-10-2025 00:00,Public,9 years old
Ocrolus East,3.4,247,818,FinTech,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal,Gurgaon / Gurugram,11 other locations,1k-5k  ,Forbes Global 2000,96 years old
Mitsubishi Elevators,4,247,909,Industrial Machinery,Work Life Balance,Promotions / Appraisal,Bangalore / Bengaluru,23 other locations,1k-5k  ,,19 years old
Infiniti Software Solutions,4.5,247,522,Software Product,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal,Chennai,5 other locations,51-200  ,,26 years old
National Contracting Company,4,247,624,Engineering & Construction,"Work Life Balance, Company Culture, Skill Development / Learning",,Chennai,21 other locations,201-500  ,,1 years old
Health Total,3.8,247,567,Fitness & Wellness,Work Life Balance,"Promotions / Appraisal, Job Security",Mumbai,12 other locations,501-1k  ,,27 years old
Chubb,3.4,247,2.7k,Insurance,"Company Culture, Skill Development / Learning, Work Life Balance",,Hyderabad / Secunderabad,7 other locations,501-1k  ,,10 years old
Brinton Pharmaceuticals,4.3,247,545,Pharma,"Job Security, Salary & Benefits, Skill Development / Learning",,Pune,38 other locations,501-1k  ,,52 years old
Synergy Maritime,3.9,247,1.2k,Ports & Shipping,"Job Security, Salary & Benefits, Skill Development / Learning",,Chennai,13 other locations,201-500  ,Public,25 years old
Weddingz.in,3.1,247,970,Internet,"Skill Development / Learning, Job Security, Work Satisfaction",,Mumbai,32 other locations,51-200  ,,19 years old
Cargo Motors,3.9,247,839,Automobile,"Job Security, Company Culture, Skill Development / Learning",,Ahmedabad,22 other locations,501-1k  ,,82 years old
Trimble,3.9,247,2k,IT Services & Consulting,"Skill Development / Learning, Company Culture, Work Satisfaction",,Chennai,15 other locations,1k-5k  ,Fortune India 500,64 years old
Chain-Sys,3.2,247,2.1k,IT Services & Consulting,Skill Development / Learning,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",Chennai,9 other locations,51-200  ,,37 years old
Goldstone Cements,3.4,247,1k,Building Material,"Skill Development / Learning, Work Life Balance, Work Satisfaction",,Guwahati,23 other locations,1k-5k  ,Public,43 years old
Wilo Mather and Platt Pumps,3.9,247,1.1k,Industrial Machinery,"Promotions / Appraisal, Job Security, Company Culture",,Pune,22 other locations,201-500  ,,22 years old
Faber India,4.3,247,948,Consumer Electronics & Appliances,"Company Culture, Work Life Balance, Skill Development / Learning",,Pune,53 other locations,  ,,16 years old
AvenData GmbH,3.7,247,621,IT Services & Consulting,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal,Mumbai,3 other locations,501-1k  ,,10 years old
Fujitec,3.8,247,1.2k,Industrial Machinery,"Job Security, Skill Development / Learning, Company Culture",,Chennai,26 other locations,01-10-2025 00:00,, 
RACL Geartech,4.2,247,778,Auto Components,"Work Life Balance, Job Security, Salary & Benefits",,Noida,12 other locations,51-200  ,,31 years old
Hyperpure,3.4,247,925,Gurgaon / Gurugram +35 other locations,"Company Culture, Job Security, Work Life Balance",,,,1k-5k  ,,43 years old
MBD GROUP,3.5,246,921,Printing & Publishing,Promotions / Appraisal,,New Delhi,35 other locations,501-1k  ,,26 years old
Terex,3.7,246,1.4k,Industrial Machinery,"Promotions / Appraisal, Company Culture, Salary & Benefits",,Bangalore / Bengaluru,17 other locations,1k-5k  ,,36 years old
GTL Limited,4.2,246,584,Hardware & Networking,Promotions / Appraisal,,Pune,38 other locations,201-500  ,,41 years old
British Airways,2.9,246,1.2k,Aviation,"Promotions / Appraisal, Company Culture, Job Security",,New Delhi,12 other locations,201-500  ,,39 years old
VSynergize Outsourcing,3.3,246,884,Marketing & Advertising,"Job Security, Company Culture, Work Life Balance",,Pune,2 other locations,201-500  ,,45 years old
